policy_id,client_id,line_of_business,issuing_carrier,issued_on,expiry_date,premium_amount,premium_bill_to,renewal_status,last_updated,broker_commision_pct
P001184,C001548,"Designer, television/film set",Jones Group Insurance Inc.,2005-05-02,2025-05-02,7522.678312221801,Agency Bill,Renewal Quoted,2025-11-28,8.20609828247533
P005776,C005179,Sports coach,Murillo-Miller Insurance Inc.,2004-12-23,2024-12-23,2111.4694916803724,Insured,Marketing,2025-11-28,7.997712676744783
P007576,C002396,"Therapist, music","Gutierrez, Ford and Griffin Insurance Inc.",2005-07-03,2025-07-03,3261.7391986303774,Parent Company,Renewal Quoted,2025-11-28,18.53994112235582
P007770,C003018,Holiday representative,"Gardner, Hodges and Joseph Insurance Inc.",2005-08-04,2025-08-04,6871.891179688241,Agency Bill,Marketing,2025-11-28,13.132308160764294
P003975,C006026,Clinical embryologist,Jones PLC Insurance Inc.,2005-04-07,2025-04-07,384.86044114223637,Agency Bill,Marketing,2025-11-28,9.71656470721698
P001083,C007495,"Editor, film/video",Welch Ltd Insurance Inc.,2005-10-18,2025-10-18,1375.118392421444,Parent Company,Renewal Quoted,2025-11-28,12.227367976254643
P002439,C005463,Metallurgist,Stanley and Sons Insurance Inc.,2005-07-23,2025-07-23,299.4774438116027,Payroll Vendor,New,2025-11-28,7.135647611455403
P007563,C003525,Theme park manager,Brown Group Insurance Inc.,2005-11-09,2025-11-09,4563.802971731252,Direct Bill,Marketing,2025-11-28,10.107092839213536
P008738,C009003,"Programmer, systems",Lozano Ltd Insurance Inc.,2005-01-02,2025-01-02,628.8900132901722,Mortgagee,Marketing,2025-11-28,7.42382413177316
P003560,C008699,Contracting civil engineer,"Garcia, Dyer and Choi Insurance Inc.",2005-05-05,2025-05-05,280.13497486362934,Insured,Renewal Quoted,2025-11-28,6.632197696464872
P007343,C004139,Information systems manager,Castillo-Garcia Insurance Inc.,2005-04-26,2025-04-26,340.60695975979263,Parent Company,Canceled,2025-11-28,7.012486499981983
P004831,C005546,Lawyer,Thompson-Smith Insurance Inc.,2005-01-19,2025-01-19,684.3259110542887,Mortgagee,Canceled,2025-11-28,12.348960220367882
P009520,C009734,Statistician,Ward LLC Insurance Inc.,2004-12-16,2024-12-16,761.4910055999119,Agency Bill,Canceled,2025-11-28,13.71810117684511
P003776,C004043,Probation officer,Brown Inc Insurance Inc.,2005-07-08,2025-07-08,382.7910503333239,Payroll Vendor,Renewal Quoted,2025-11-28,11.004190940218756
P004758,C007582,Clothing/textile technologist,Daniels-Allen Insurance Inc.,2005-11-05,2025-11-05,178.38263207649058,Premium Finance Company,Canceled,2025-11-28,15.639710197578161
P003810,C004547,Make,"Montgomery, Mcdaniel and Scott Insurance Inc.",2005-07-23,2025-07-23,1487.4291298061173,Parent Company,Canceled,2025-11-28,5.545771311093483
P008370,C005478,Clinical cytogeneticist,Smith-Henderson Insurance Inc.,2005-01-03,2025-01-03,4131.613250026565,Direct Bill,Renewal Quoted,2025-11-28,11.148169515454558
P007927,C007776,Soil scientist,"Kennedy, Grant and Garrett Insurance Inc.",2005-02-25,2025-02-25,110.00950408969913,Direct Bill,Renewal Quoted,2025-11-28,-0.5649216783473019
P003914,C008944,Clinical cytogeneticist,Ross LLC Insurance Inc.,2005-01-12,2025-01-12,1554.003462621488,Payroll Vendor,New,2025-11-28,10.327559425341734
P006614,C007900,Prison officer,Diaz Group Insurance Inc.,2005-02-24,2025-02-24,1097.1259374175502,Parent Company,New,2025-11-28,7.753825669130999
P003003,C005236,Neurosurgeon,"Conner, Dodson and Anderson Insurance Inc.",2005-07-19,2025-07-19,432.4292224791232,Insured,Renewal Quoted,2025-11-28,15.299648742544978
P006518,C002059,"Therapist, drama","Davis, Lewis and Walker Insurance Inc.",2005-03-18,2025-03-18,4422.7098718079205,Third-Party Billing,New,2025-11-28,14.573224053939178
P004373,C009725,Television camera operator,"Cooper, Cervantes and Hayden Insurance Inc.",2004-12-17,2024-12-17,448.52443410330045,Third-Party Billing,Marketing,2025-11-28,11.52602620555
P006514,C006788,Astronomer,"Martinez, Velez and Deleon Insurance Inc.",2005-05-31,2025-05-31,3400.275041718665,Agency Bill,Renewal Quoted,2025-11-28,9.564925135174285
P003348,C009309,Haematologist,Richards Ltd Insurance Inc.,2005-05-24,2025-05-24,991.0411031298086,Subsidiary,New,2025-11-28,8.777297431222255
P003440,C007239,Furniture conservator/restorer,Johnson-Wood Insurance Inc.,2005-11-01,2025-11-01,3053.717347184423,Subsidiary,Renewal Quoted,2025-11-28,11.90959187546733
P004372,C001916,Jewellery designer,Wilson PLC Insurance Inc.,2005-08-02,2025-08-02,733.3416591367899,Parent Company,Marketing,2025-11-28,11.226135360052567
P001906,C002304,Commercial/residential surveyor,"Johnston, Stephens and Skinner Insurance Inc.",2005-07-24,2025-07-24,1550.67443935343,Agency Bill,New,2025-11-28,13.358763048432621
P001729,C008232,Race relations officer,Bryan PLC Insurance Inc.,2005-04-08,2025-04-08,536.8448820245017,Direct Bill,New,2025-11-28,9.351214607192103
P002703,C008123,Financial manager,Mason-Hubbard Insurance Inc.,2005-05-13,2025-05-13,2517.3679219326455,Payroll Vendor,Renewal Quoted,2025-11-28,14.464597646108961
P005988,C003077,Advertising account planner,Hoover-Drake Insurance Inc.,2004-12-01,2024-12-01,313.75908744280014,Parent Company,Marketing,2025-11-28,9.114871165324788
P005269,C003009,"Engineer, civil (contracting)","Gonzalez, Dunn and Smith Insurance Inc.",2005-01-17,2025-01-17,276.21073870963033,Parent Company,Renewal Quoted,2025-11-28,11.829296313428642
P007754,C006963,"Therapist, speech and language",Rodriguez and Sons Insurance Inc.,2005-11-26,2025-11-26,241.537336933528,Payroll Vendor,Canceled,2025-11-28,10.568368519116639
P003689,C009085,Publishing rights manager,Meadows LLC Insurance Inc.,2005-02-12,2025-02-12,1415.9283137040372,Third-Party Billing,Renewal Quoted,2025-11-28,10.999986568889257
P002266,C004409,Associate Professor,"Sullivan, Stone and Olson Insurance Inc.",2005-10-12,2025-10-12,299.45598714715237,Insured,New,2025-11-28,6.3056066611875305
P003660,C001444,"Merchandiser, retail","Cooper, Warren and Blair Insurance Inc.",2005-06-16,2025-06-16,4170.95925516719,Subsidiary,Renewal Quoted,2025-11-28,8.290295495923463
P008057,C007406,Geoscientist,"Long, Martinez and Hurst Insurance Inc.",2005-04-03,2025-04-03,3712.398111703874,Direct Bill,Canceled,2025-11-28,14.183324861728956
P002557,C007234,Warehouse manager,Hill Inc Insurance Inc.,2005-04-21,2025-04-21,205.5095329155134,Third-Party Billing,Renewal Quoted,2025-11-28,9.119677374298215
P003041,C005023,English as a second language teacher,Payne Group Insurance Inc.,2005-01-04,2025-01-04,834.8757534337677,Payroll Vendor,Canceled,2025-11-28,16.23399882882247
P001101,C005237,"Scientist, water quality",Oconnor-Solomon Insurance Inc.,2005-04-29,2025-04-29,151.90039733882784,Mortgagee,Marketing,2025-11-28,11.208819369771398
P003629,C008294,Trade mark attorney,Cunningham-Marsh Insurance Inc.,2005-04-23,2025-04-23,1688.0052425728213,Third-Party Billing,Marketing,2025-11-28,14.942537009856842
P004863,C003486,Clinical embryologist,"Bolton, Romero and Simon Insurance Inc.",2005-10-20,2025-10-20,989.6079322765555,Direct Bill,Canceled,2025-11-28,15.020567800888804
P005715,C001962,"Doctor, general practice",Jacobson-Gordon Insurance Inc.,2005-01-21,2025-01-21,1602.6430236996775,Parent Company,New,2025-11-28,9.717877092949704
P009084,C005664,"Engineer, site",Barnes LLC Insurance Inc.,2005-02-01,2025-02-01,1557.9168504400257,Agency Bill,Marketing,2025-11-28,8.154406652710929
P006472,C002885,Secretary/administrator,"Santiago, Glenn and Carpenter Insurance Inc.",2005-06-17,2025-06-17,334.6739366258812,Direct Bill,Renewal Quoted,2025-11-28,9.930034023654223
P006729,C009965,Clinical embryologist,Ward-Fischer Insurance Inc.,2005-03-16,2025-03-16,703.727573603955,Agency Bill,Canceled,2025-11-28,11.40444256026526
P001376,C009235,Geographical information systems officer,Fischer Inc Insurance Inc.,2005-07-19,2025-07-19,2116.908629926445,Direct Bill,Marketing,2025-11-28,0.14421793218804702
P006124,C001947,Careers adviser,Smith Group Insurance Inc.,2005-10-07,2025-10-07,481.619770395749,Third-Party Billing,Renewal Quoted,2025-11-28,11.942936038868122
P005231,C009179,Hydrologist,Sanchez-Calhoun Insurance Inc.,2005-06-04,2025-06-04,650.3336985657943,Payroll Vendor,New,2025-11-28,9.257899326403198
P006797,C008356,Facilities manager,Hanson PLC Insurance Inc.,2005-08-23,2025-08-23,561.7477713501173,Mortgagee,Marketing,2025-11-28,11.662067418076687
P008985,C004230,"Horticulturist, amenity",Freeman Inc Insurance Inc.,2005-06-16,2025-06-16,155.93563021932752,Insured,Marketing,2025-11-28,12.991522395547765
P005708,C006629,Camera operator,Rodriguez-Cruz Insurance Inc.,2005-03-14,2025-03-14,279.17676515246086,Mortgagee,New,2025-11-28,13.428712066963087
P007776,C002356,Careers adviser,"Weber, Jones and Wright Insurance Inc.",2005-07-04,2025-07-04,539.2223672261717,Direct Bill,New,2025-11-28,10.361889104241545
P005623,C003041,Contractor,"Reed, Sanchez and Fox Insurance Inc.",2005-11-15,2025-11-15,2607.005771578644,Mortgagee,Canceled,2025-11-28,6.489005477324615
P005301,C007429,"Surveyor, commercial/residential",Austin and Sons Insurance Inc.,2005-10-27,2025-10-27,386.7580601456404,Third-Party Billing,New,2025-11-28,13.19866459493515
P006678,C003719,Control and instrumentation engineer,Murray-Harrell Insurance Inc.,2005-04-05,2025-04-05,572.2168223188327,Agency Bill,New,2025-11-28,8.266494460645834
P008294,C002043,Physiotherapist,Bradshaw-Norman Insurance Inc.,2005-04-03,2025-04-03,804.169402016534,Agency Bill,Marketing,2025-11-28,19.40391933350567
P004231,C002199,Regulatory affairs officer,"Mitchell, Love and Santana Insurance Inc.",2005-11-08,2025-11-08,245.71804761743746,Mortgagee,New,2025-11-28,9.012234386781095
P003092,C008646,Industrial/product designer,Washington LLC Insurance Inc.,2005-02-19,2025-02-19,2572.009355088264,Third-Party Billing,Canceled,2025-11-28,12.31335082295344
P009262,C003242,"Producer, radio","Rogers, Warner and Pearson Insurance Inc.",2005-06-09,2025-06-09,168.5716050030525,Payroll Vendor,Renewal Quoted,2025-11-28,6.681330675017702
P002008,C009830,"Buyer, industrial","Nelson, Vargas and Gibbs Insurance Inc.",2005-04-14,2025-04-14,4103.750482090518,Direct Bill,Canceled,2025-11-28,6.697378602903426
P009170,C008959,Armed forces logistics/support/administrative officer,"Braun, Ramirez and Perry Insurance Inc.",2004-12-31,2024-12-31,5621.761865882762,Parent Company,New,2025-11-28,14.313758969683953
P002840,C009767,"Therapist, nutritional",Murphy Inc Insurance Inc.,2005-09-09,2025-09-09,230.67074783040158,Third-Party Billing,Renewal Quoted,2025-11-28,8.882544091692669
P008875,C006560,Product designer,Taylor LLC Insurance Inc.,2005-06-18,2025-06-18,196.63023146790965,Payroll Vendor,New,2025-11-28,12.477118921291092
P002103,C002987,Armed forces operational officer,"Johnson, Baldwin and Leach Insurance Inc.",2005-09-26,2025-09-26,2012.484463383486,Parent Company,Canceled,2025-11-28,7.273197256228277
P002166,C007322,Freight forwarder,"Solis, Rivers and Gardner Insurance Inc.",2005-03-28,2025-03-28,237.5863117473562,Payroll Vendor,Renewal Quoted,2025-11-28,12.01680118301992
P004187,C009202,Water quality scientist,"Perez, Rosario and Gray Insurance Inc.",2005-03-12,2025-03-12,265.1695046413741,Payroll Vendor,Canceled,2025-11-28,12.742205001857322
P003570,C005158,Oceanographer,Good and Sons Insurance Inc.,2005-11-25,2025-11-25,153.3084666787985,Mortgagee,Marketing,2025-11-28,12.180532092009786
P003051,C008949,"Surveyor, quantity",Olson-Pace Insurance Inc.,2005-05-08,2025-05-08,265.0257362001982,Premium Finance Company,New,2025-11-28,11.538878260467273
P001224,C004927,Quantity surveyor,"Avila, Townsend and Jackson Insurance Inc.",2005-07-14,2025-07-14,1345.7085734345844,Payroll Vendor,Marketing,2025-11-28,14.041840614841416
P005905,C001838,Retail buyer,Dalton-Lawrence Insurance Inc.,2005-08-21,2025-08-21,2696.5049844795917,Agency Bill,Marketing,2025-11-28,14.383262463956417
P002541,C003561,Product manager,Wolfe Ltd Insurance Inc.,2005-02-12,2025-02-12,2867.8361361868597,Insured,New,2025-11-28,9.28141050316348
P001329,C002512,Structural engineer,Taylor-Weaver Insurance Inc.,2005-03-01,2025-03-01,1227.5679988784534,Mortgagee,New,2025-11-28,9.325549064738683
P003521,C005725,Higher education careers adviser,Allen-Newman Insurance Inc.,2005-10-24,2025-10-24,702.1702381031612,Premium Finance Company,New,2025-11-28,13.711718161479265
P001900,C001112,Diplomatic Services operational officer,Burns PLC Insurance Inc.,2005-11-04,2025-11-04,545.5031210761653,Parent Company,New,2025-11-28,9.247574432454112
P003280,C002211,"Investment banker, operational","Knapp, Kelly and Bell Insurance Inc.",2005-11-04,2025-11-04,286.04135197859,Direct Bill,Canceled,2025-11-28,13.766187735668147
P002183,C003217,Occupational hygienist,"Sanchez, Sanchez and Miranda Insurance Inc.",2005-06-03,2025-06-03,565.6211716968635,Parent Company,Marketing,2025-11-28,8.241339849989433
P009418,C005535,"Designer, multimedia","Thomas, Davis and Lawrence Insurance Inc.",2005-05-26,2025-05-26,272.94480151272444,Mortgagee,Canceled,2025-11-28,1.1713910904025724
P003990,C004088,Building control surveyor,"Romero, White and Hernandez Insurance Inc.",2004-12-16,2024-12-16,2193.348166686166,Direct Bill,Marketing,2025-11-28,4.755685847241086
P009066,C002813,"Journalist, newspaper","Gillespie, Porter and Robinson Insurance Inc.",2005-01-10,2025-01-10,1657.3983732793806,Third-Party Billing,Canceled,2025-11-28,12.2677178869947
P005612,C005784,Ergonomist,"Oneill, Glover and Farrell Insurance Inc.",2005-08-29,2025-08-29,425.3904300794952,Third-Party Billing,New,2025-11-28,10.074643341478811
P002540,C004388,Web designer,May-Chandler Insurance Inc.,2005-04-23,2025-04-23,391.5948490514067,Direct Bill,New,2025-11-28,5.7727427587348705
P005984,C007000,Further education lecturer,"Fischer, Singleton and Manning Insurance Inc.",2005-07-16,2025-07-16,7017.995160062664,Parent Company,Renewal Quoted,2025-11-28,11.98579291558941
P006261,C001087,Broadcast presenter,Barnes PLC Insurance Inc.,2005-03-21,2025-03-21,2475.2489193613146,Premium Finance Company,Renewal Quoted,2025-11-28,13.799209552744582
P009042,C008942,Computer games developer,Michael PLC Insurance Inc.,2005-05-30,2025-05-30,639.5827264863851,Mortgagee,Renewal Quoted,2025-11-28,7.584038195431963
P004320,C002778,Clinical molecular geneticist,Harris LLC Insurance Inc.,2004-12-07,2024-12-07,691.2196054356559,Subsidiary,Renewal Quoted,2025-11-28,12.280484897612059
P005659,C009962,Dentist,Shelton-Day Insurance Inc.,2005-10-16,2025-10-16,261.0398070516941,Parent Company,Renewal Quoted,2025-11-28,6.7224263104043915
P005469,C006082,Bookseller,Price Inc Insurance Inc.,2004-12-03,2024-12-03,470.82917967639014,Third-Party Billing,Renewal Quoted,2025-11-28,9.134634720438763
P007257,C007039,Risk manager,"Nelson, Garza and Brown Insurance Inc.",2005-07-10,2025-07-10,372.5438025700214,Premium Finance Company,Marketing,2025-11-28,9.749323390002491
P003330,C001202,Purchasing manager,Johnson-Tyler Insurance Inc.,2004-12-26,2024-12-26,252.3491124022528,Insured,Renewal Quoted,2025-11-28,14.696220629972506
P007548,C002961,"Scientist, clinical (histocompatibility and immunogenetics)","Brown, Campbell and Wells Insurance Inc.",2005-10-13,2025-10-13,373.4056034595881,Direct Bill,Renewal Quoted,2025-11-28,15.262435619636422
P006090,C009907,"Teacher, adult education",Lindsey Group Insurance Inc.,2005-01-21,2025-01-21,88.49084495008303,Third-Party Billing,Marketing,2025-11-28,14.482976486721666
P006936,C007606,"Restaurant manager, fast food",Thomas-White Insurance Inc.,2005-05-31,2025-05-31,8855.335780763467,Direct Bill,New,2025-11-28,9.909206648350597
P001231,C005794,"Accountant, chartered management",Roman-Rivera Insurance Inc.,2005-03-07,2025-03-07,301.43068835926226,Agency Bill,Canceled,2025-11-28,8.150666646945211
P009582,C009986,Conference centre manager,"Day, Cervantes and Cruz Insurance Inc.",2005-09-14,2025-09-14,430.6066914005511,Agency Bill,New,2025-11-28,12.786069035089339
P001148,C006115,Product manager,Chapman-Mendoza Insurance Inc.,2005-01-13,2025-01-13,264.12030151864724,Insured,New,2025-11-28,5.9575754585619265
P007291,C007353,"Buyer, retail",Patterson-Terrell Insurance Inc.,2005-05-05,2025-05-05,1083.5197891935711,Third-Party Billing,New,2025-11-28,12.299205728513726
P007475,C005338,Lobbyist,"Brown, Bishop and Cantrell Insurance Inc.",2005-01-11,2025-01-11,477.50766828356626,Premium Finance Company,Renewal Quoted,2025-11-28,7.565905543371009
P009947,C008838,Public affairs consultant,Newman-Rodriguez Insurance Inc.,2005-02-01,2025-02-01,1818.0916387416228,Subsidiary,Canceled,2025-11-28,13.675293572268195
P009541,C007419,Tax inspector,Kelly Group Insurance Inc.,2005-04-27,2025-04-27,223.44116513809632,Direct Bill,Canceled,2025-11-28,6.836002807299966
P009251,C001176,"Loss adjuster, chartered",Ellis and Sons Insurance Inc.,2005-04-23,2025-04-23,2218.44414795384,Premium Finance Company,Renewal Quoted,2025-11-28,10.058221437614398
P007153,C009594,Forensic scientist,Carter PLC Insurance Inc.,2005-07-07,2025-07-07,294.3306841706769,Third-Party Billing,Canceled,2025-11-28,8.089025254133464
P008957,C009087,Seismic interpreter,"Haynes, Khan and Jacobson Insurance Inc.",2005-03-03,2025-03-03,176.9840814542325,Agency Bill,New,2025-11-28,20.93143137893049
P007713,C003660,Public relations account executive,Lopez Group Insurance Inc.,2005-03-18,2025-03-18,2932.7886023127285,Mortgagee,Renewal Quoted,2025-11-28,13.392351593495572
P009638,C001678,Equality and diversity officer,"Brown, Odonnell and Wright Insurance Inc.",2005-01-09,2025-01-09,5480.485432725157,Agency Bill,Canceled,2025-11-28,10.633499146376913
P009921,C003470,"Surveyor, mining",Stuart and Sons Insurance Inc.,2005-03-30,2025-03-30,325.66755895825696,Mortgagee,New,2025-11-28,16.0428451929545
P002831,C006395,"Administrator, education",Mitchell-Pineda Insurance Inc.,2005-07-08,2025-07-08,192.5977119489991,Parent Company,Marketing,2025-11-28,10.351087167504126
P007771,C004450,Homeopath,"Singleton, Berry and Mathis Insurance Inc.",2005-01-24,2025-01-24,467.47640326123144,Payroll Vendor,Canceled,2025-11-28,3.941550787877296
P002476,C008519,Wellsite geologist,Luna Inc Insurance Inc.,2005-11-14,2025-11-14,5932.444568310574,Agency Bill,Canceled,2025-11-28,11.635032527744068
P003705,C006715,Operational investment banker,Jacobs LLC Insurance Inc.,2005-09-14,2025-09-14,2524.7700744772737,Premium Finance Company,Canceled,2025-11-28,20.49150488071932
P008571,C007351,Production engineer,"Garcia, Smith and Holt Insurance Inc.",2004-12-07,2024-12-07,217.5362338393755,Third-Party Billing,New,2025-11-28,13.31214066295952
